,id,author,problem_id,code,submission_id,score,time,type,predicted,predicted_label
2007,1803563,6630014521,05_List_11,"n = input()
l = [0]*10
ans = """"
for i in n:
    if ""0"" <= i <= ""9"":
        l[int(i)] += 1

for i in range(10):
    if l[i] == 0:
        ans += str(i)+"",""
if ans == """":
    print(""None"")
else:
    ans = ans[:-1]
    print(ans)
",1803563,100.0,over 1 year ago,unknown,0,human
2009,2017061,6731124121,05_List_11,"sen = input()
num_list = ['0', '1', '2', '3', '4', '5', '6', '7', '8', '9']
ans = ''

for i in sen:
    if i in num_list:
        num_list.remove(i)
if len(num_list) == 0:
    print('None')
else:
    for i in num_list:
        ans += i + ','
    print(ans[:-1:])",2017061,100.0,7 months ago,unknown,0,human
2017,1939844,6630171321,05_List_11,"s = input()
num = ['0','1','2','3','4','5','6','7','8','9']
for i in s:
    if i in num:
        num.remove(i)
if len(num) == 0:
    print('None')
else:
    print(','.join(num))",1939844,100.0,12 months ago,unknown,0,human
2019,1924763,6630234221,05_List_11,"digits = list('0123456789')
n = input()
for i in n:
    if i in digits:
        digits.remove(i)
if len(digits) != 0:
    print(','.join(digits))
else:
    print('None')",1924763,100.0,about 1 year ago,unknown,0,human
2024,2128078,6730222821,05_List_11,"s = input()
d = []
c = False
#n = ['0','1','2','3','4','5','6','7','8','9']
for i in range(10) :
    if not str(i) in s :
        d.append(str(i))
        c = True
    else :
        pass
if c == True :
    b = ','.join(d)
    print(b)
elif c == False :
    print('None')
    ",2128078,100.0,15 days ago,unknown,0,human
2026,2021914,6731106921,05_List_11,"num = [""0"",""1"",""2"",""3"",""4"",""5"",""6"",""7"",""8"",""9""]
x = input()
for i in x:
	if i in num:
		num.remove(i)
if len(num) == 0:
	print(""None"")
else :
	print("","".join(num))",2021914,100.0,6 months ago,unknown,0,human
2028,2018642,6731127021,05_List_11,"text = input()
digit_list = ['0','1','2','3','4','5','6','7','8','9']
numb = []
ans = ''

for digit in text:
    if digit in digit_list:
        if digit not in numb:
            numb += digit
            
for digit in digit_list:
    if digit not in numb:
        ans += f'{digit},'
        
if ans == '':
    print('None')
print(ans[:-1])",2018642,100.0,6 months ago,unknown,0,human
2030,2103758,6730353321,05_List_11,"a = input()
count = [0]*10
numbers = ['0','1','2','3','4','5','6','7','8','9']
for i in a :
    if i in numbers :
        count[int(i)] += 1
missing = ''
for j in range(10) :
    if count[j] == 0 and missing == '' :
        missing += str(j)
    elif count[j] == 0 and missing != '' :
        missing += ','+str(j)
if missing == '' :
    print('None')
else :
    print(missing)
",2103758,100.0,about 1 month ago,unknown,0,human
2033,2039692,6730087421,05_List_11,"x = input()
y = []
f = []


    
for i in [""0"",""1"",""2"",""3"",""4"",""5"",""6"",""7"",""8"",""9""] :
    if i not in x :
        y.append(i)
        
if len(y) != 0 :
    print("","".join(y))
else :
    print(""None"")
",2039692,100.0,6 months ago,unknown,0,human
2034,2140400,6730406021,05_List_11,"a = input()
b = list('0123456789')
for i in a:
    if i in b:
        b.remove(i)
if len(b) == 0 :
    print(""None"")
else:
    print("","".join(b))",2140400,100.0,1 day ago,unknown,0,human
2037,1803182,6630020221,05_List_11,"d = str(input())
counts = [0]*10
for c in d:
  if ""0"" <= c <= ""9"":
    counts[int(c)] += 1
missing = """"
for i in range(len(counts)):
  if counts[i] == 0:
    missing += str(i)
missing = ','.join(missing)
if missing == """":
  print(""None"")
else:
  print(missing)",1803182,100.0,over 1 year ago,unknown,0,human
2045,1886979,6632002321,05_List_11,"num = [""0"",""1"",""2"",""3"",""4"",""5"",""6"",""7"",""8"",""9""]
x = input()
lis = []
out = """"
for i in range(len(x)):
    if x[i] not in lis and x[i] in num:
        num.remove(x[i])
        lis.append(x[i])
for i in range(len(num)):
    if i < len(num)-1:
        out += num[i]+"",""
    elif i == len(num)-1:
        out += num[i]
if out != """":
    print(out)
else:
    print(""None"")",1886979,100.0,about 1 year ago,unknown,0,human
2047,2022238,6731112621,05_List_11,"x=input()
l1=['0','1','2','3','4','5','6','7','8','9']
for i in x:
    if i in l1:
        l1.remove(i)
if l1==[]:
    print('None') 
print(','.join(l1))",2022238,100.0,6 months ago,unknown,0,human
2048,1930484,6630334321,05_List_11,"x=input()
d=[]

for i in range(10):
    if str(i) not in x:
        d.append(str(i))
if d!=[]:
    d.sort()
    k=','.join(d)
    print(k)
else:
    print('None')",1930484,100.0,about 1 year ago,unknown,0,human
2051,1915241,6632139721,05_List_11,"digits = list('0123456789')
x=input()
for c in x :
  if c in digits:
    digits.remove(c)
if len(digits) == 0:
  print('None')
else:
  print(','.join(digits))",1915241,100.0,about 1 year ago,unknown,0,human
2054,2014945,6730161121,05_List_11,"text = str(input())
count = [0,0,0,0,0,0,0,0,0,0]
for char in text:
    if(""0""<=char<=""9""):
        count[int(char)] += 1
miss = """"
for i in range(0,10):
    if(count[i]==0):
        miss = miss+str(i)+"",""
if(miss != """"):
    miss = miss[:-1]
if(miss == """"):
    print(""None"")
else:
    print(miss)",2014945,100.0,7 months ago,unknown,0,human
2057,1913539,6630219921,05_List_11,"a = input()
s = ['0','1','2','3','4','5','6','7','8','9']
for i in a:
    if i in s:
        s.remove(i)
    else :
        pass
s = ','.join(s)
if s == '': s = 'None'
print(s)",1913539,100.0,about 1 year ago,unknown,0,human
2058,1803435,6630028321,05_List_11,"d = list('0123456789')
x = input()
for c in x:
  if c in d:
    d.remove(c)
if len(d) == 0:
  print('None')
else :
  print(','.join(d))",1803435,100.0,over 1 year ago,unknown,0,human
2059,2017357,6730542621,05_List_11,"sentence = str(input())
count = [0,0,0,0,0,0,0,0,0,0]
for i in sentence:
    if (""0"" <= i <= ""9""):
        count[int(i)] += 1
missing = """"
for i in range(0,10):
    if count[i] == 0:
        missing = missing + str(i) + "",""
if missing != """":
    missing = missing[:-1]
if missing == """":
    print(""None"")
else:
    print(missing)",2017357,100.0,7 months ago,unknown,0,human
2060,1927448,6630107221,05_List_11,"info=input()
number=list('0123456789')
test=''
result=[]
for i in info:
    if '0' <= i <= '9':
        test += i
for e in test:
    if e in number:
        number.remove(e)
final=','.join(number)
if number == []:
    final = 'None'
print(final)",1927448,100.0,about 1 year ago,unknown,0,human
2067,1878365,6630130621,05_List_11,"x = input()
y = [""0"",""1"",""2"",""3"",""4"",""5"",""6"",""7"",""8"",""9""]
for i in range(len(x)):
    if x[i] in y:
        d = y.index(x[i])
        y.remove(y[d])
s= """"
for i in range(len(y)):
    if i<len(y)-1:
        s+= y[i] + "",""
    else:
        s+= y[i]
if len(y) == 0:
    print(""None"")
else:
    print(s)",1878365,100.0,about 1 year ago,unknown,0,human
2068,2107521,6631529621,05_List_11,"number = list ('0123456789')
x = input()
for i in x :
  if i in number :
    number.remove(i)
if len(number) == 0 :
  print('None')
else :
  print(','.join(number))",2107521,100.0,about 1 month ago,unknown,0,human
2069,2039353,6732016221,05_List_11,"a=input()
n=['0','1','2','3','4','5','6','7','8','9']
for e in a :
    if e in n :
        n.remove(e)
if n==[] :
    print ('None')
else :
    print(','.join(n))

",2039353,100.0,6 months ago,unknown,0,human
2071,1806449,6631546221,05_List_11,"number = list('0123456789')
n = input()
for c in n:
    if c in number:
        number.remove(c)
if len(number) == 0:
    print('None')
else:
    print(','.join(number))
",1806449,100.0,over 1 year ago,unknown,0,human
2073,2027448,6632008121,05_List_11,"n = input()
m = [0]*10
for c in n :
    if ""0"" <= c <= ""9"" :
        m[int(c)] += 1
       
missing = """"
for c in range(len(m)):
    if m[c] == 0:
        if missing != """":
            missing += "",""
        missing += str(c)
        
if missing == """":
    print(""None"")
else :
    print(missing)",2027448,100.0,6 months ago,unknown,0,human
2077,2140723,6730380221,05_List_11,"n = input()
a = ['0','1','2','3','4','5','6','7','8','9']
for i in range(len(n)) :
    if n[i] in a :
        a.remove(n[i])
if len(a) == 0 :
    print('None')
else :
    x = ','.join(a)
    print(x)
",2140723,100.0,1 day ago,unknown,0,human
2078,1876114,6632144821,05_List_11,"compare_list=[0,0,0,0,0,0,0,0,0,0]
answer=[]
number=input()
for i in number:
    if i in '0123456789':
        compare_list[int(i)]+=1
for i in range(len(compare_list)):
    if compare_list[i]==0:
        answer.append(i)
if len(answer)==0:
    print(""None"")
    exit()
else:    
    for i in answer:
        print(i,end='')
        if answer.index(i)!=len(answer)-1:
            print("","",end='')",1876114,100.0,about 1 year ago,unknown,0,human
2079,1883183,6630285221,05_List_11,"p=input()
a=['0','1','2','3','4','5','6','7','8','9']
n=0
for r in p :
    if r in '1234567890':
        if r in a:
            a.remove(r)
            n+=1
if n==10:
    print('None')
else:
    print (','.join(a))


",1883183,100.0,about 1 year ago,unknown,0,human
2082,1939709,6630141521,05_List_11,"l = []
a = input()
for i in range(10) :
    if str(i) not in a : l.append(str(i))
if l != [] :
    for i in range(len(l)) :
        if i < len(l)-1 : print(l[i]+',',end='')
        else : print(l[i])
else : print('None')",1939709,100.0,12 months ago,unknown,0,human
2085,1820852,6631330021,05_List_11,"input = str(input())

list_input = list(input)
num = """"
list_num = [""0"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""]
for i in list_input:
    if i in list_num:
        list_num.remove(i)

if list_num == []:
    print(""None"")
else:
    ans = "","".join(list_num)
    print(ans)",1820852,100.0,over 1 year ago,unknown,0,human
2086,2019885,6730084521,05_List_11,"# 1 : define str 0-9 + input str
number = ['0','1','2','3','4','5','6','7','8','9'] # list (of str) (ถ้าเป็น list (of int) จะมีปัญหาตอนวน loop)
st = str(input())

# 2 : for loop (range) -> ไล่เช็คทีละ str -> ถ้าเจอ = remove สมาชิก
for i in range(len(st)) :
    
    # 3 : ตั้ง cd เช็คว่า st ตัวที่ i อยู่ในตัวเลขมั้ย ?
    if st[i] in number :
        number.remove(st[i]) # ถ้าเจอ str ที่อยู่ใน str เลข 0-9 => ให้ลบออกจาก list
        
# ตอนนี้ : number เหลือเลขที่ยังไม่ตัดออก  => list (of str) 
        
# 3 : join (ไม่ต้องเเปลงเป็น int)
number_final = ','.join(number) #list (of str) -> str

# 4 : กำหนด cd : check ว่า run ครบยัง ถ้าตัดหมด print None
if len(number_final) == 0 :
    print('None')
else :
    print(number_final)",2019885,100.0,6 months ago,unknown,0,human
2089,1828605,6630052321,05_List_11,"li_st = ['0','1','2','3','4','5','6','7','8','9']
inform = input()#.strip()
for e in inform :
    if e in li_st :
        li_st.remove(e)
if len(li_st) == 0 :
    print('None')
else :
    print(','.join(li_st))",1828605,100.0,over 1 year ago,unknown,0,human
2090,1806310,6631009621,05_List_11,"num = list(""0123456789"")
a=input()
for b in a:
    if b in num:
        num.remove(b)
if len(num)==0:
    print('None')
else:
    print(','.join(num))",1806310,100.0,over 1 year ago,unknown,0,human
2091,1807576,6630084421,05_List_11,"digits = list('0123456789')
x = input()
for c in x:
    if c in digits:
        digits.remove(c)
if len(digits) == 0:
    print('None')
else:
    print(','.join(digits))",1807576,100.0,over 1 year ago,unknown,0,human
2093,2047835,6732017921,05_List_11,"def missing_digits(x):
  arr = ['0','1','2','3','4','5','6','7','8','9']
  for i in x:
    if i in arr:
      arr.remove(i)
  tmp = []
  for i in arr:
    tmp.append(int(i))
  return tmp
s = input()
arr = missing_digits(s)
if len(arr)==0:
  print('None')
else:
  print(arr[0],end='')
  for i in arr[1:]:
    print(f',{i}',end='')",2047835,100.0,5 months ago,unknown,0,human
2094,1995909,6731323721,05_List_11,"n = ['0','1','2','3','4','5','6','7','8','9']
for i in input():
    if i in n:
        n.remove(i)
if len(n) == 0 : print(""None"")
else: print("","".join(n))",1995909,100.0,7 months ago,unknown,0,human
2096,1887480,6630367021,05_List_11,"n = input()
m=[]
check=['0','1','2','3','4','5','6','7','8','9']
ans=[]
for i in n:
    if '0'<=i<='9':
        m.append(i)
for i in check:
    if i not in m and i not in ans:
        ans.append(i)
if len(ans)>0:
    print(','.join(sorted(ans)))
else:
    print(""None"")    ",1887480,100.0,about 1 year ago,unknown,0,human
2099,1916450,6630282321,05_List_11,"a=[str(e) for e in input()]
b=list('0123456789')
for i in range(0,len(a),1):
    if a[i] in b:
        b.remove(a[i])
        b.sort()
if b == [] :
    print('None')
else:
    print(','.join(b))
",1916450,100.0,about 1 year ago,unknown,0,human
2101,1964598,6630241621,05_List_11,"x = input()
d = ['0','1','2','3','4','5','6','7','8','9']
mn = ''
for k in x:
    if k in d:
        d.remove(k)
    else:
        pass
for j in d:
    mn += j
if len(mn) == 0:
    print('None')
else: 
  print(','.join(mn))",1964598,100.0,9 months ago,unknown,0,human
2104,1808736,6631703421,05_List_11,"a =[str(i) for i in range(10)]
b = input()
for j in b:
    if j in a:
        a.remove(j)
if a == []:
    print(None)
else:
    print(','.join(a))",1808736,100.0,over 1 year ago,unknown,0,human
2106,1920822,6632128821,05_List_11,"a = set([int(j) for j in input() if j.isdigit()])
out = [str(i) for i in range(10) if not i in a]
print(','.join(out)) if out else print('None')",1920822,100.0,about 1 year ago,unknown,0,human
2107,1803523,6631537621,05_List_11,"input_string = input()
all_digits = set(map(str, range(10)))
string_digits = set(input_string)
missing_digits = all_digits - string_digits
if missing_digits:
    missing_digits_list = sorted(map(int, missing_digits))
    result = ','.join(map(str, missing_digits_list))
    print(result)
else:
    print(""None"")",1803523,100.0,over 1 year ago,unknown,0,human
2109,1940635,6630188021,05_List_11,"text = str(input())

count = [0,0,0,0,0,0,0,0,0,0]

for character in text:
    if(""0"" <= character <= ""9""):
        count[int(character)] += 1

missing = """"
for i in range(0,10):
    if(count[i] == 0):
        missing = missing + str(i) + "",""

if(missing != """"):
    missing = missing[:-1]
if(missing == """"):
    print(""None"")
else:
    print(missing)",1940635,100.0,12 months ago,unknown,0,human
2112,1820314,6631333921,05_List_11,"x = input()
number = ['0','1','2','3','4','5','6','7','8','9']
output = ''
for i in number:
  if not i in x:
    output += i
y = ','.join(output)
if y == '':
    y = ""None""
print(y)
",1820314,100.0,over 1 year ago,unknown,0,human
2113,2028205,6731010221,05_List_11,"digits = list('0123456789')
x = input()
for c in x:
    if c in digits:
       digits.remove(c)
if len(digits) == 0:
    print('None')
else:
    print(','.join(digits))",2028205,100.0,6 months ago,unknown,0,human
2114,2100086,6730174321,05_List_11,"x = str(input())
res = []

for i in range(10):
    if (str(i) in x):
        continue
    else:
        res.append(str(i))

if (len(res) == 0):
    print(""None"")
else:
    print("","".join(res))
",2100086,100.0,about 2 months ago,unknown,0,human
2118,1803105,6632015521,05_List_11,"x = input()
z = [0]*10
for i in x :
    if '0' <= i <= '9' :
        z[int(i)] += 1
missing= """"
for i in range(len(z)) :
    if z[i] == 0 :
        missing += str(i) + "",""
if missing == """" :
    print('None')
else :
    print(missing[:-1])
        
",1803105,100.0,over 1 year ago,unknown,0,human
2123,2115384,6730178921,05_List_11,"d = input()
counts = [0] * 10 #[0,0,0,0,0,0,0,0,0,0]
for c in d :
    if '0' <= c <= '9' :
        counts[int(c)] += 1
missing = ''
for i in range(len(counts)) :
    if counts[i] == 0 :
        missing += str(i) + ','  
if missing == '' :
    print('None')
else :
    print(missing[0:-1])",2115384,100.0,about 1 month ago,unknown,0,human
2130,1925181,6630245121,05_List_11,"a = input()
digits = ['0','1','2','3','4','5','6','7','8','9']
for i in a:
    if i in digits :
        digits.remove(i)
if len(digits)==0:
    print('None')
else:
    print(','.join(digits))",1925181,100.0,about 1 year ago,unknown,0,human
2132,1888405,6630342321,05_List_11,"digits = list(""0123456789"")
x = input()
for d in x:
  if d in digits:
    digits.remove(d)
if len(digits) == 0:
  print('None')
else:
  print(','.join(digits))",1888405,100.0,about 1 year ago,unknown,0,human
2137,2018290,6730007221,05_List_11,"t = input()
count = [0]*10

for i in t:
    if '0'<= i <= '9':
        count[int(i)] += 1

ans = []
for j in range(len(count)):
    if count[j] == 0:
        ans.append(str(j))

if ans == []:
    print('None')
else:
    print(','.join(ans))",2018290,100.0,6 months ago,unknown,0,human
2138,2131159,6631011821,05_List_11,"digits = list('0123456789')
x = input()
for c in x:
  if c in digits:
    digits.remove(c)
if len(digits) == 0:
  print('None')
else:
  print(','.join(digits))",2131159,100.0,7 days ago,unknown,0,human
2140,1878092,6632224321,05_List_11,"s=input()
l=list('0123456789')
for c in s:
    if c in l:
        l.remove(c)
if len(l) == 0:
    print('None')
else:
    print(','.join(l))
",1878092,100.0,about 1 year ago,unknown,0,human
2141,2137187,6730235021,05_List_11,"s=input()
listnum=[0]*10

for i in s:
    if i in [""0"",""1"",""2"",""3"",""4"",""5"",""6"",""7"",""8"",""9""] :
        listnum[int(i)]+=1
mis=""""
for i in range(len(listnum)) :
    if listnum[i] == 0:
        mis+=str(i)+"",""
  

if mis == """" :
    print(""None"")
else :
    mis=mis[:-1:]
    print(mis)
",2137187,100.0,2 days ago,unknown,0,human
2144,2055135,6430123021,05_List_11,"x = input().strip()
y = [0]*10
for ch in x:
    if ch in ""0123456789"":
        y[int(ch)] += 1
ans = """"
for i in range(len(y)):
    if y[i] == 0:
        ans += str(i) + "",""
if len(ans) != 0:
    print(ans[0:-1])
else:
    print(""None"")",2055135,100.0,5 months ago,unknown,0,human
2147,1875732,6630179421,05_List_11,"s = input()
l = [str(e) for e in range(10)]
a = """"
for i in l:
    if i not in s:
        a += i
if len(a) != 0:
    print("","".join(a))
else:
    print(""None"")",1875732,100.0,about 1 year ago,unknown,0,human
2151,2033438,6730129121,05_List_11,"n = input()
c = []
l_n = ['0','1','2','3','4','5','6','7','8','9']
for i in range(len(n)):
    if n[i] in l_n:
        l_n.remove(n[i])
    else:
        pass
if l_n != []:
    for i in range(len(l_n)):
        c.append((l_n[i]))
    print(','.join(c))
else:
    print('None')",2033438,100.0,6 months ago,unknown,0,human
2157,2055411,6630110021,05_List_11,"number=input()
Count = [number.count(""0""),number.count(""1""),number.count(""2""),number.count(""3""),number.count(""4""),number.count(""5""),number.count(""6""),number.count(""7""),number.count(""8""),number.count(""9"")]
mn=""""
n=0
for i in Count:
    if i == 0:
        mn+= str(n)+"",""
    n+=1
result=mn.strip("","")
if len(result)>0:
    print(result)
else:
    print(""None"")
",2055411,100.0,5 months ago,unknown,0,human
2158,1915263,6632251221,05_List_11,"x = input()
y = ['0','1','2','3','4','5','6','7','8','9']
for i in x :
    if i in y:
        y.remove(i)

if len(y) == 0 :
    print(""None"")
else:
    print("","".join(y))",1915263,100.0,about 1 year ago,unknown,0,human
2161,2016765,6731422121,05_List_11,"x = list(input())
digits =['0', '1', '2', '3', '4', '5', '6', '7', '8', '9']
for i in range(len(x)):
    if str(x[i]) in digits :
      digits.remove(str(x[i]))
if digits == []:
    print('None')
else:
    print(','.join(digits))",2016765,100.0,7 months ago,unknown,0,human
2162,2043368,6730019821,05_List_11,"x = input()
set = []
for i in range(10):
    if str(i) in x:
        pass
    else:
        set.append(str(i))

if set == []:
    set = 'None'
else:
    set = ','.join(set)

print(set)
        

        
        
",2043368,100.0,5 months ago,unknown,0,human
2164,1831774,6530110021,05_List_11,"digits = list('0123456789')
x = input()
for n in x:
    if n in digits:
        digits.remove(n)
if len(digits) == 0:
    print('None')
else:
    print(','.join(digits))",1831774,100.0,over 1 year ago,unknown,0,human
2169,1803706,6631545621,05_List_11,"n = input()
ans = list(""0123456789"")
for c in n:
  if c in ans:
     ans.remove(c)

if(len(ans)==0):
    print(""None"")
else:
    print("","".join(ans))",1803706,100.0,over 1 year ago,unknown,0,human
2170,2026402,6731809421,05_List_11,"x = input()
num = [char for char in x if char.isdigit()]
num_re = sorted(set(num)) #เรียงและเอาค่าซ้ำออก(set())
normalnum = ""0123456789""
missing = [ digit for digit in normalnum if digit not in num_re]
if not missing:
    print(""None"")
else:
    print(','.join(missing))",2026402,100.0,6 months ago,unknown,0,human
2171,2002974,6730064021,05_List_11,"x = input()
num = [""1"",""2"",""3"",""4"",""5"",""6"",""7"",""8"",""9"",""0""]
for i in x:
    if i in num:
        num.remove(i)
num.sort()
if len(num) == 0:
    print(""None"")
else:
    print("","".join(num))
        
    
",2002974,100.0,7 months ago,unknown,0,human
2172,2033429,6730129121,05_List_11,"n = input()
c = []
l_n = ['0','1','2','3','4','5','6','7','8','9']
for i in range(len(n)):
    if n[i] in l_n:
        l_n.remove(n[i])
    else:
        pass
if l_n != []:
    for i in range(len(l_n)):
        c.append((l_n[i]))
    print(','.join(c))
else:
    print('None')",2033429,100.0,6 months ago,unknown,0,human
2173,1898425,6630297821,05_List_11,"k = [""0"",""1"",""2"",""3"",""4"",""5"",""6"",""7"",""8"",""9""]
a = input()
for i in range(len(a)):
    if a[i] in k :
        k.remove(a[i])


if len(k) == 0:
    print(""None"")
else:
    s = "","".join(k)
    print(s)",1898425,100.0,about 1 year ago,unknown,0,human
2175,1888350,6632119121,05_List_11,"x = input()
digit = list('0123456789')
for c in x :
  if c in digit :
    digit.remove(c)
if len(digit) == 0 :
  print(""None"")
else:
  print(','.join(digit))",1888350,100.0,about 1 year ago,unknown,0,human
2176,2016430,6730105021,05_List_11,"d = input()
digits = list(""0123456789"")
for c in d :
    if c in digits:
        digits.remove(c)
if len(digits) == 0 :
    print(""None"")
else :
    print("","".join(digits))",2016430,100.0,7 months ago,unknown,0,human
2177,1883918,6632240321,05_List_11,"n = input()
x = [""0"",""1"",""2"",""3"",""4"",""5"",""6"",""7"",""8"",""9""]
j = "","".join(x)
for i in n:
    if i in x:
        x.remove(i)
        k = "","".join(x)
if len(x) == 10 :
    print(j)
elif len(x) == 0:
    print('None')
else:
    print(k)
",1883918,100.0,about 1 year ago,unknown,0,human
2181,2057141,6732024221,05_List_11,"text = str(input())

count = [0,0,0,0,0,0,0,0,0,0]

for char in text:
    if ""0"" <= char <= ""9"":
        count[int(char)] += 1

missing = """"
for i in range(0,10):
    if count[i] == 0:
        missing = missing + str(i) + "",""

if missing != """":
    missing = missing[:-1]
if missing == """":
    print(""None"")
else:
    print(missing)
",2057141,100.0,5 months ago,unknown,0,human
2185,2136540,6730240021,05_List_11,"n=input()
num=[""0"",""1"",""2"",""3"",""4"",""5"",""6"",""7"",""8"",""9""]
for i in n :
    if i in num :
        num.remove(i)
if num!=[]:
    num="","".join(num)
    print(num)
else : print(""None"")
",2136540,100.0,3 days ago,unknown,0,human
2189,2008034,6730167021,05_List_11,"txt = input()
lst = ['0','1','2','3','4','5','6','7','8','9']

for i in txt:
    if i in lst:
        lst.remove(i)

if lst != [] :
    for j in range(len(lst)):
        if j != len(lst)-1 :
            print(lst[j],end="","")
        else :
            print(lst[j])
else :
    print(""None"")",2008034,100.0,7 months ago,unknown,0,human
2190,1904476,6630224021,05_List_11,"digits = list('0123456789')
op = input()
for e in op:
    if e in digits:
        digits.remove(e) #.remove เป็นหนึ่งใน list processing
if len(digits) == 0:
    print('None')
else:
    print(','.join(digits))",1904476,100.0,about 1 year ago,unknown,0,human
2195,1803524,6630303921,05_List_11,"x = input()
count = [0]*10
missing = """"
for i in x:
    if""0""<=i<=""9"":
        count[int(i)] +=1
        
for i in range(10):
    if count[i] == 0:
        missing += str(i)+"",""
if missing == """":
    print(""None"")
else:
    print(missing[:-1:])
    ",1803524,100.0,over 1 year ago,unknown,0,human
2197,1800819,6631304721,05_List_11,"x = input()
h = []
found = False
for i in range(10):
    if str(i) not in x:
        h.append(str(i))
        found = True
h = "","".join(h)
if not found:
    print(""None"")
else:
    print(h)",1800819,100.0,over 1 year ago,unknown,0,human
2199,1928401,6630104321,05_List_11,"n = input()
number = ['0','1','2','3','4','5','6','7','8','9']
for e in n:
    if e in number:
        number.remove(e)
if number == []:
    print(""None"")

number.sort()

result = "","".join(number)
print(result)",1928401,100.0,about 1 year ago,unknown,0,human
2201,1803672,6631525021,05_List_11,"input_string = input()
all_digits = set(""0123456789"")
missing_digits = all_digits - set(input_string)
missing_digits_list = sorted(list(missing_digits))
if missing_digits_list:
    result = "","".join(missing_digits_list)
else:
    result = ""None""
print(result)",1803672,100.0,over 1 year ago,unknown,0,human
2203,1898085,6632158621,05_List_11,"x = input()
missing=[]
for i in range(10):
    if str(i) not in x:
        missing.append(i)
if len(missing) ==0: print(""None"")
else:
    for i in range(len(missing)-1):
        print(str(missing[i])+"","", end="""")
    print(str(missing[-1]))

",1898085,100.0,about 1 year ago,unknown,0,human
2204,1913206,6632098621,05_List_11,"x = input()
y = [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
x = sorted(list(x))
p = []
for i in x:
    if '0'<=i<='9':
        p.append(int(i))
o=set(y)-set(p)
o = sorted(o)
if o == []:
    o = 'None'
print(str(str(str(o).strip('[')).strip(']')).replace(' ', ''))
",1913206,100.0,about 1 year ago,unknown,0,human
2205,2132350,6730197821,05_List_11,"x = input()
n = [0,1,2,3,4,5,6,7,8,9]
miss = []
for i in range(len(n)):
    if str(n[i]) in x :
        pass
    else :
        miss.append(n[i])
miss.sort()
if miss != [] :
    M = ''
    for i in range(len(miss)-1):
        
        M += str(miss[i])+','
    M += str(miss[-1])
    print(M)
elif miss == [] :
    print('None')",2132350,100.0,6 days ago,unknown,0,human
2206,2015913,6730095421,05_List_11,"x=input()
k=['0','1','2','3','4','5','6','7','8','9']
for i in x:
    if i in k:
        k.remove(i)
if k==[]:
    print('None')
else:
    print(','.join(k))",2015913,100.0,7 months ago,unknown,0,human
2207,1888908,6630294921,05_List_11,"x = input()
digit =list('0123456789')
for e in x:
    if e in digit:
        digit.remove(e)
if len(digit) == 0:
    print('None')
else:
    print("","".join(digit))
    
",1888908,100.0,about 1 year ago,unknown,0,human
2210,2016661,6730069121,05_List_11,"p=input()
a=[0]*10
for i in p:
    if ""0"" <= i <= ""9"":
        a[int(i)] +=1
n=[]
for i in range(10):
    if a[i]==0:
        n.append(i)
if n == []:
    print(""None"")
else: print("","".join(map(str, n)))",2016661,100.0,7 months ago,unknown,0,human
2211,2034099,6730031221,05_List_11,"import re
s = set(re.findall(r'\d', input()))
mdg = [str(i) for i in range(10) if not str(i) in s]
print(','.join(mdg) if mdg else 'None')",2034099,100.0,6 months ago,unknown,0,human
2214,2006279,6730144521,05_List_11,"l = [0,1,2,3,4,5,6,7,8,9]
a = input()
for i in range(0,10):
    if str(i) in a:
        l.remove(i)
if len(l)==0:
    print(""None"")
else: print(*l,sep=',')
",2006279,100.0,7 months ago,unknown,0,human
2222,1973582,6732037421,05_List_11,"def missing_digits(t):
    res = [i for i in range(10)]
    for e in t:
        try: 
            res.remove(int(e))
        except:
            1
    if len(res) ==0:
      print(""None"")
    else:
      print("","".join(map(str,res)))

t = input()
missing_digits(t)
",1973582,100.0,7 months ago,unknown,1,generated
2224,2038310,6731338121,05_List_11,"n = input()
d = []
for e in n:
    if (e in '0123456789') and e not in d:
        d.append(e)
d.sort()
v = []
for k in '0123456789':
    if k not in d:
        v.append(k)
if len(v) >= 1:
    print(','.join(v))
else:
    print('None')",2038310,100.0,6 months ago,unknown,0,human
2225,1799983,6631323621,05_List_11,"num=['0','1','2','3','4','5','6','7','8','9']
s=str(input())
for i in range(len(s)):
    if s[i] in num:
        num.remove(s[i])
if len(num)==0:
    print(""None"")
else:
    for j in range(len(num)-1):
        print(num[j],end="","")
    print(num[-1])",1799983,100.0,over 1 year ago,unknown,0,human
2226,1803747,6631536021,05_List_11,"t = input()
sa = str(t)
number = ['0','1','2','3','4','5','6','7','8','9']
for s in sa:
    if s in number:
        number.remove(s)
if number == []:
    number = 'None'
    print(number)
else:
    print("","".join(number))",1803747,100.0,over 1 year ago,unknown,0,human
2227,2044784,6731808821,05_List_11,"x = input()
n = ['0','1','2','3','4','5','6','7','8','9']
for i in range(int(len(x))):
  if x[i] in n:
    n.remove(x[i])
print("","".join(n))
if len(n) == 0:
  print(""None"")",2044784,100.0,5 months ago,unknown,0,human
